event,circuit,team,category,weighted_speed_delta_vs_mercedes_pct,time_weight_seconds,segment_count,segments
fastf1_2026_miami_grand_prix,Miami International Autodrome,Aston Martin,Slow corners,-1.693,35.342862,3,"seg_02, seg_06, seg_08"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Aston Martin,Fast corners,-2.619,26.899140,3,"seg_03, seg_04, seg_09"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Aston Martin,Straights,-3.233,32.184280,3,"seg_01, seg_05, seg_07"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Cadillac,Slow corners,-3.648,35.342862,3,"seg_02, seg_06, seg_08"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Cadillac,Fast corners,-5.102,26.899140,3,"seg_03, seg_04, seg_09"
fastf1_2026_miami_grand_prix,Miami International Autodrome,Cadillac,Straights,-2.780,32.184280,3,"seg_01, seg_05, seg_07"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Mercedes,Slow corners,0.000,43.865822,4,"seg_02, seg_05, seg_07, seg_09"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Mercedes,Fast corners,0.000,18.529811,2,"seg_04, seg_08"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Mercedes,Straights,0.000,17.180586,4,"seg_01, seg_03, seg_06, seg_10"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Ferrari,Slow corners,-0.607,43.865822,4,"seg_02, seg_05, seg_07, seg_09"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Ferrari,Fast corners,-0.181,18.529811,2,"seg_04, seg_08"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Ferrari,Straights,0.055,17.180586,4,"seg_01, seg_03, seg_06, seg_10"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,McLaren,Slow corners,-2.488,43.865822,4,"seg_02, seg_05, seg_07, seg_09"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,McLaren,Fast corners,-3.432,18.529811,2,"seg_04, seg_08"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,McLaren,Straights,-0.378,17.180586,4,"seg_01, seg_03, seg_06, seg_10"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Red Bull Racing,Slow corners,0.650,43.865822,4,"seg_02, seg_05, seg_07, seg_09"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Red Bull Racing,Fast corners,0.165,18.529811,2,"seg_04, seg_08"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Red Bull Racing,Straights,0.169,17.180586,4,"seg_01, seg_03, seg_06, seg_10"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Alpine,Slow corners,-3.155,43.865822,4,"seg_02, seg_05, seg_07, seg_09"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Alpine,Fast corners,-4.393,18.529811,2,"seg_04, seg_08"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Alpine,Straights,-0.785,17.180586,4,"seg_01, seg_03, seg_06, seg_10"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Racing Bulls,Slow corners,-2.933,43.865822,4,"seg_02, seg_05, seg_07, seg_09"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Racing Bulls,Fast corners,-5.178,18.529811,2,"seg_04, seg_08"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Racing Bulls,Straights,-0.877,17.180586,4,"seg_01, seg_03, seg_06, seg_10"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Williams,Slow corners,-2.984,43.865822,4,"seg_02, seg_05, seg_07, seg_09"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Williams,Fast corners,-5.468,18.529811,2,"seg_04, seg_08"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Williams,Straights,-0.593,17.180586,4,"seg_01, seg_03, seg_06, seg_10"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Haas F1 Team,Slow corners,-3.728,43.865822,4,"seg_02, seg_05, seg_07, seg_09"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Haas F1 Team,Fast corners,-5.233,18.529811,2,"seg_04, seg_08"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Haas F1 Team,Straights,-0.101,17.180586,4,"seg_01, seg_03, seg_06, seg_10"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Audi,Slow corners,-3.981,43.865822,4,"seg_02, seg_05, seg_07, seg_09"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Audi,Fast corners,-5.921,18.529811,2,"seg_04, seg_08"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Audi,Straights,-0.992,17.180586,4,"seg_01, seg_03, seg_06, seg_10"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Aston Martin,Slow corners,-6.227,43.865822,4,"seg_02, seg_05, seg_07, seg_09"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Aston Martin,Fast corners,-8.169,18.529811,2,"seg_04, seg_08"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Aston Martin,Straights,-3.116,17.180586,4,"seg_01, seg_03, seg_06, seg_10"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Cadillac,Slow corners,-4.100,43.865822,4,"seg_02, seg_05, seg_07, seg_09"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Cadillac,Fast corners,-8.436,18.529811,2,"seg_04, seg_08"
fastf1_2026_monaco_grand_prix,Circuit de Monaco,Cadillac,Straights,-2.879,17.180586,4,"seg_01, seg_03, seg_06, seg_10"
